strain_slug,strain_category,strain_popularity
rolls-choice,Hybrid,0.009785880411961562
chairman-chem-sou,Hybrid,0.00027313283360140816
captains-cake,Hybrid,0.014095309564339338
rose-bud,Indica,0.010961179271700957
legend-og,Indica,0.040531257155942295
sour-spyder,Indica,0.0008469876759154778
purple-punch,Indica,0.6387859659384044
super-silver-lights,Hybrid,0.001037352984183126
princesss-tiara,Hybrid,0.00020140097831214943
gold-kings-thai,Sativa,0.0004248732967133016
bedford-glue,Hybrid,0.0016856985992975795
big-kush,Hybrid,0.0030127379221488657
suicide-girl,Hybrid,0.0008690590160044803
critical-plus-20,Indica,0.00803120887488585
citrus-sunshine-haze,Hybrid,0.008806464695512068
santa-sativa,Sativa,0.0015643062288080648
dinachem,Hybrid,0.0014925743735188061
black-afghan,Indica,0.013695266525226162
pineapple-cookies,Hybrid,0.006080654194520238
pink-hawaiian,Hybrid,0.0018705460725429769
chocolate-drop,Hybrid,0.0
boombaye,Hybrid,0.0004690159768913068
sfv-dog,Hybrid,0.0011311561795613876
peyote-cookies,Indica,0.04197692993177197
bell-ringer,Indica,0.002124366483566508
vietnamese-bubba,Hybrid,0.0007366309754704643
wonder-kid,Indica,0.0006648991201812057
green-cheese,Hybrid,0.0013546284979625393
mud-bite,Indica,0.0006593812851589549
tranquil-elephantizer-remix,Indica,0.002449918749879297
blush,Hybrid,0.0002124366483566508
orange-wreck,Sativa,0.0005683370072918191
four-way,Indica,0.0025685522028576872
hammerhead,Indica,0.002775471016192087
brainwreck,Hybrid,0.0014925743735188061
mission-kush,Hybrid,0.0
dirty-widow,Hybrid,0.0001572582981341441
intergalactic,Hybrid,0.002483025760012801
ecto-cooler,Hybrid,0.02872033129081473
lee-roy,Indica,0.012130960296418098
dutch-haze,Sativa,0.007747040371239941
tillamook-strawberry,Hybrid,0.007556675062972292
big-smooth,Hybrid,0.024990274815773282
shining-silver-haze,Sativa,0.0029106579742372283
destroyer,Sativa,0.0036693602897966953
fast-eddy,Hybrid,0.0010483886542276273
purple-linda,Indica,0.00022899015342340282
3rd-coast-panama-chunk,Hybrid,0.00032003443129053884
easy-peezy,Hybrid,0.00014622262808964274
strawberry-blondie,Hybrid,0.0018539925674762247
bertberry-cheesecake,Sativa,0.0011890934472950196
scouts-honor,Hybrid,0.0029023812217038518
extreme-cream,Indica,0.016520398056618504
kt-dawg,Hybrid,0.0004303911317355522
katsu-bubba-kush,Indica,0.006618643109189679
alien-dutchess,Sativa,0.0014401549408074247
hawaiian-mayan-gold,Sativa,0.0028582385415258467
fighting-buddha,Sativa,0.00014898154560076809
colombian-mojito,Sativa,0.004193554616910509
caramel-kona-coffee-kush,Indica,0.002149196741166636
moon-cookies,Hybrid,0.004632222501179437
godzilla-glue,Hybrid,0.011797131277571931
rainbow-jones,Indica,0.0022540356065893987
ice-princess,Hybrid,0.0007862914906707205
soulshine-aloha,Indica,0.00020967773084552545
berts-cookie-dough,Hybrid,0.0011587453546726407
bediol,Sativa,0.00127737880765103
lak-federal-reserve,Indica,0.002287142616722902
sour-breath,Sativa,0.00201676870063262
ill-og,Indica,0.00251337385263518
doctor-doctor,Sativa,0.0004303911317355522
carnival,Sativa,0.002507856017612929
amnesia-ganja-haze,Sativa,0.0012580663850731528
sweet-harlem-diesel,Hybrid,0.0007724969031150938
green-mango,Indica,0.0008966481911157338
sumo-og-kush,Indica,0.0005352299971583148
lemon-meringue,Sativa,0.057123387067850064
honey-rock,Hybrid,0.000510399739558187
mataro-blue,Indica,0.01293932312717782
island-haze,Sativa,0.001663627259208577
east-coast-alien,Sativa,0.0024444009148570467
megalodon,Sativa,0.0025575165328131856
golden-nugget,Hybrid,0.006775901407323822
blue-buddha,Indica,0.001754671537075713
aliens-on-moonshine,Indica,0.0063813762032329
sour-patch-kiss,Hybrid,0.01908343242445394
grease-monkey,Hybrid,0.17561613525317207
blackberry-dream,Hybrid,0.002038840040721623
dakini-kush,Indica,0.003680395959841197
lemonhead-og,Hybrid,0.0265711345496481
pink-death-star,Indica,0.010158334275963484
phantom-arrow,Indica,0.0004524624718245549
straight-as-haze,Sativa,0.0003945252040909228
white-bubblegum,Indica,0.003746609980108205
og-los-angeles-kush,Indica,0.0014291192707629233
la-kookies,Hybrid,0.004698436521446445
cashus-clay,Hybrid,0.0007614612330705924
chocolate-og,Indica,0.010271449893919624
black-cherry-pie,Hybrid,0.013256598640957237
jack-burton,Indica,0.0
cookie-breath,Hybrid,0.008122253152752985
truffle-butter,Indica,0.02026149020170446
flo-og,Indica,0.005912360226341592
alien-apparition,Hybrid,0.0006207564400032003
tahoe-purps,Indica,0.0009904513864939953
pinot-green,Sativa,0.0007724969031150938
cirrus,Sativa,0.0002151955658677761
oca-gold,Indica,0.0001738118032008961
treasure-island,Hybrid,0.002433365244812545
government-mule,Indica,0.0015256813836523099
buckeye-purple,Indica,0.0026706321507693237
triple-cheese,Indica,0.007747040371239941
og-glue-sniffer,Hybrid,0.004836382397002712
golden-lemon,Hybrid,0.020068365975925685
orange-afghani,Indica,0.001219441539917398
chemnesia,Hybrid,0.0014732619509409287
fred-flipn-stoned,Indica,0.00040556087413542416
blue-steel,Indica,0.007098694756125488
purple-tide,Hybrid,0.0
marcosus-marshmellow,Hybrid,0.004243215132110765
tardis,Sativa,0.002546480862768684
glass-apple,Hybrid,0.0020360811232104973
dutch-crunch,Hybrid,0.0007118007178703364
brandywine,Indica,0.008155360162886491
shurman,Hybrid,0.0009242373662269873
elphinstone,Sativa,0.0008800946860489818
grandpas-breath,Indica,0.012674467046109788
sorcerers-apprentice,Hybrid,0.0
91-krypt,Indica,0.00350106632161805
hulkamania,Indica,0.007584264238083545
pink-starburst,Hybrid,0.02528272007195257
bubba-fresh,Hybrid,0.0008607822634711045
double-mint,Indica,0.002460954419923799
mint-chocolate-chip,Hybrid,0.03286698431003612
sweet-skunk,Hybrid,0.004325982657444525
tesla-tower,Sativa,0.0015781008163636913
grimace-og,Indica,0.0016443148366306994
murkle,Indica,0.0
cherwillie,Hybrid,0.0
mangolicious,Indica,0.003280352920728023
cbd-lilly,Sativa,0.00510951523060412
dirty-old-bastard,Indica,0.002549239780279809
the-big-dirty,Hybrid,0.001244271797517526
dank-sinatra,Hybrid,0.005186764920915629
wild-thailand,Sativa,0.005879253216208089
gobbstopper,Indica,0.015336822444345737
las-vegas-purple-kush-bx,Indica,0.0004497035543134296
brazil-amazonia,Sativa,0.002025045453165996
platinum-huckleberry-cookies,Hybrid,0.005592325795051054
cronuts,Hybrid,0.004499794460645421
josh-d-og,Indica,0.0098879603598732
rocky-dennis,Hybrid,0.0015367170536968115
wookies,Hybrid,0.03900281685477886
wookie,Hybrid,0.027710567481742863
club-69,Indica,0.000742148810492715
false-teeth,Hybrid,0.0039093861132646
jilly-dawg,Hybrid,0.0003807306165352962
blackberry-fire,Hybrid,0.00675934790225707
grandmas-batch,Hybrid,0.0028582385415258467
commerce-city-kush,Indica,0.008042244544930351
purple-swish,Indica,0.0010042459740496222
pamelina,Indica,0.0038569666805532174
cbd-ox,Indica,0.0008635411809822299
lemon-cake,Sativa,0.0953399124319582
savage-citrus-sunshine,Hybrid,0.0009407908712937392
velvet-purps,Hybrid,0.0014677441159186779
pine-queen-dream,Hybrid,0.0006621402026700802
mountain-girl,Hybrid,0.0014594673633853024
zellys-gift,Sativa,0.001779501794675841
chocoholic,Hybrid,0.0
tahoe-frostbite,Hybrid,0.0
capleton,Hybrid,0.00029796309120153617
transformer,Hybrid,0.00037245386400192016
lemon-jeffery,Hybrid,0.003131371375127255
irish-cream,Indica,0.005225389766071385
ayahuasca-purple,Indica,0.025042694248484664
remo-chemo,Hybrid,0.0020471167932549984
cbd-critical-mass,Indica,0.01910826268205407
bad-azz-kush,Hybrid,0.003663842454774445
phatt-frutty,Indica,0.0008028449957374723
kush-n-cheese,Hybrid,0.0013601463329847901
morning-glory,Hybrid,0.0015863775688970676
chem-jack,Hybrid,0.0014153246832072966
og-sour-diesel,Hybrid,0.002565793285346561
tangerine-trainwreck-haze,Sativa,0.0015394759712079368
allen-iverson-og,Indica,0.0006704169552034562
air-jordan-og,Indica,0.0030872286949492496
cherry-slyder,Hybrid,0.0007669790680928432
white-chocolate,Hybrid,0.004800516469358082
chocolate-sap,Hybrid,0.0002345079884456534
coconut-oil,Hybrid,0.0016746629292530785
berry-larry,Hybrid,0.0009297552012492381
clementines-terpentine,Hybrid,0.0006124796874698242
grandmas-sugar-cookies,Indica,0.0053109162089162686
grape-soda,Hybrid,0.02255415065344961
mango-habanero,Hybrid,0.0004690159768913068
green-line-og,Hybrid,0.021111236795131064
lime-sorbet,Indica,0.018895826033697414
the-white-angel,Hybrid,0.0020885005559218785
double-tap,Indica,0.002623730553080193
blueberry-space-cake,Indica,0.012594458438287154
weebes-world,Indica,0.0
fire-alien-strawberry,Hybrid,0.0011146026744946352
golden-tangie,Sativa,0.002505097100101804
tangie-ghost-train,Sativa,0.002019527618143745
harlequin-gdp,Hybrid,0.014666405489142281
el-perro,Hybrid,0.0007807736556484698
race-fuel-og,Hybrid,0.014186353842206472
serious-happiness,Hybrid,0.002248517771567148
lennon,Sativa,0.0005048819045359364
anubis,Indica,0.0013380749928957876
wembley,Indica,0.0008111217482708483
cbd-blue-shark,Hybrid,0.0052750502812716395
atomic,Hybrid,0.004748097036646701
pure-love,Indica,0.005161934663315502
831-og,Indica,0.0010649421592943793
kubbie-kush,Indica,0.001045629736716502
joliet-jake,Indica,0.002838926118947969
bangi-haze,Sativa,0.0015505116412524384
erdpurt,Indica,0.0005490245847139416
congo,Sativa,0.008596786964666543
white-tygh-dream,Indica,0.0004607392243579309
wtf,Hybrid,0.0018015731347648441
purple-raine,Hybrid,0.011173615920057606
mendo-afgoo,Indica,0.000584890512358571
the-gift,Hybrid,0.0012166826224062728
magnificent-mile,Indica,0.0004524624718245549
mc1,Hybrid,0.0043287415749556505
mendocino-madness,Hybrid,0.0010759778293388807
oldtimers-haze,Sativa,0.0005379889146694403
chicle,Hybrid,0.00111184375698351
chocolate-rain,Hybrid,0.001020799479116374
afrikaner,Sativa,0.0
zamaldelica,Sativa,0.0037714402377083327
violeta,Hybrid,0.0016415559191195743
orient-express,Hybrid,0.0006042029349364482
golden-tiger,Sativa,0.0036059051870408134
ethiopian,Sativa,0.0009932103040051208
white-girl,Hybrid,0.0034127809612620394
golden-state-banana,Indica,0.0069166062003912145
black-roses,Indica,0.004052849823843117
cbd-rich-blessing,Sativa,0.0002758917511125335
pineapple-sage,Sativa,0.00189261741263198
lemon-crme,Sativa,0.002921693644281729
i-95,Hybrid,0.027495371915875092
raindance,Hybrid,0.002949282819392983
lost-sierra-night-nurse,Hybrid,0.00031175767875716285
fallen-angel,Indica,0.0016084489089860704
purple-frost,Hybrid,0.006229635740121006
bear-dance,Hybrid,0.0074518361975495296
blue-zkittlez,Indica,0.05560598243673112
pineapple-upside-down-cake,Hybrid,0.050645448751727766
elmers-glue,Hybrid,0.03310976905101514
cowboy-kush,Hybrid,0.0054709334245615394
gorilla-grips,Indica,0.003462441476462295
acid-dough,Sativa,0.009692077216583302
washing-machine,Indica,0.00383213642295309
zombie-kush,Indica,0.023172148175941692
lemon-ice,Sativa,0.00943825680555977
toxic,Hybrid,0.0033824328686396605
tuna-og,Hybrid,0.0018512336499651
forbidden-fruit,Indica,0.2378131716239816
mag-landrace,Indica,0.02467299930199387
white-lsd,Sativa,0.00428735781228877
platinum-sour-diesel,Hybrid,0.005106756313092996
bright-fire,Indica,0.0009380319537826136
galactica-og,Indica,0.0026430429756580712
blueberry-bomb,Hybrid,0.0008966481911157338
tangie-sunrise,Hybrid,0.0015505116412524384
electric-lemonade,Sativa,0.004836382397002712
jericho-haze,Sativa,0.0004745338119135576
platinum-calyx,Hybrid,0.0005048819045359364
golden-calyx,Sativa,0.0002427847409790295
hades-og,Indica,0.002132643236099884
pia-collision,Sativa,0.001986420608010241
afghanimal,Indica,0.000485569481958059
blizzard-bush,Hybrid,0.0020471167932549984
blueberry-triple-og,Indica,0.0013601463329847901
bodega-bubblegum,Hybrid,0.01116533916752423
bermuda-sour,Hybrid,0.0015781008163636913
ghost-cookies,Hybrid,0.0058875299687414645
stardawg-91,Indica,0.0016415559191195743
banana-cream-og,Hybrid,0.01858130943742913
blood-orange-kush,Indica,0.010881170663878321
brain-candy,Hybrid,0.002894104469170476
the-loops,Indica,0.001144950767117014
cackleberry,Hybrid,0.002921693644281729
diesel-glue,Hybrid,0.0010980491694278832
northwest-pineapple,Hybrid,0.00035865927644629353
gas-mask,Indica,0.01589964161661531
nuclear-cookies,Hybrid,0.001837439062409473
orange-kush-breath,Hybrid,0.001368423085518166
royal-tree-sherbet,Hybrid,0.0015174046311189342
gabriel-sherbet,Hybrid,0.0005986850999141976
gummo,Hybrid,0.001456708445874177
grape-dawg,Hybrid,0.0009104427786713604
white-tahoe-cookies,Indica,0.06832735108053005
the-wills,Hybrid,0.0003421057713795415
sour-cherry-sherbert,Hybrid,0.003421057713795415
laughing-gas,Hybrid,0.007118007178703364
red-velvet-pie,Hybrid,0.009292034177470128
bright-moments,Hybrid,0.000576613759825195
burnt-cookies,Hybrid,0.0017684661246313395
jacky-girl,Hybrid,0.0060365115143422325
frosty-jesus,Hybrid,0.0005904083473808215
sour-star-head,Sativa,0.0006317921100477018
silver-calyx,Hybrid,0.0005379889146694403
guava-gelato,Hybrid,0.01516852847616709
mochi,Hybrid,0.06067687282217949
aloha-grape-stomper,Hybrid,0.000551783502225067
purple-animal-cookies,Hybrid,0.008938892736046086
bubba-berry,Indica,0.0023478388019676603
cherry-fire,Hybrid,0.0008994071086268592
caramel-kona-coffee-cookies,Hybrid,0.0013325571578735368
godzilla-blood,Hybrid,0.0002041598958232748
hawaiian-trinity,Hybrid,0.0001876063907565228
sweet-hawaiian-tangie-banana,Hybrid,0.0
scroopy-noopers,Hybrid,0.005399201569272281
legend-of-nigeria,Sativa,0.0058709764636747114
first-48,Hybrid,0.0005048819045359364
strawberry-alien-kush,Hybrid,0.0010152816440941233
seattlesoda,Hybrid,0.002957559571926359
og-1-kenobi,Indica,0.003261040498150146
sky-master,Sativa,0.0024278474097902945
dr-quantum,Hybrid,0.0
martian-muffins,Indica,0.003106541117527127
3-bears-og,Indica,0.006226876822609881
afrodite,Hybrid,0.0006373099450699524
amnesi-k-lemon,Sativa,0.0017905374647203425
big-bull,Indica,0.0008138806657819737
la-reina-de-africa,Sativa,0.0004552213893356802
la-blanca,Hybrid,0.004783962964291331
karibbean-mango,Indica,0.0007807736556484698
russian-doll,Sativa,0.0008166395832930991
skunk-plus,Indica,0.00023174907093452811
thai-fantasy,Hybrid,0.00043590896675780287
kritikal-k,Indica,0.0008331930883598512
white-domina,Indica,0.0007255953054259629
green-magic,Hybrid,0.0012828966426732804
white-choco,Hybrid,0.002648560810680321
jorges-diamond,Indica,0.0015505116412524384
blueberry-cookies,Hybrid,0.0333222056993718
pink-panties,Indica,0.038997299019756605
spk,Sativa,0.026102118572756797
tina,Indica,0.008916821395957081
black-dog,Indica,0.025718629038710368
dreamcatcher,Hybrid,0.008707143665111557
horace,Sativa,0.002002974113076993
zelda,Hybrid,0.0022733480291672764
gilz-nilz,Hybrid,0.00725595305425963
summer-breeze,Hybrid,0.002002974113076993
biker-kush,Indica,0.009860371184761949
lucifer-og,Indica,0.0009904513864939953
nukeheads,Hybrid,0.0015781008163636913
american-beauty,Indica,0.0004883283994691843
wabanaki,Sativa,0.002499579265079553
river-song,Hybrid,0.000576613759825195
blue-j,Sativa,0.0008994071086268592
true-face,Hybrid,0.00025657932853465613
the-vision,Hybrid,0.0071069715086588625
black-cheese,Indica,0.0010594243242721287
999,Indica,0.00111184375698351
foul-mouth,Indica,0.003470718228995671
pinkman-goo,Indica,0.016117596099994202
mimosa,Hybrid,0.38223974441388175
magellan,Hybrid,0.0003614181939574189
sidetracked,Hybrid,0.00032003443129053884
heatwave,Hybrid,0.002921693644281729
boss-og,Hybrid,0.01157365895917078
confidential-cookies,Indica,0.0008442287584043526
bootylicious,Hybrid,0.00844504650155465
sizzurp,Hybrid,0.004383919925178157
trueberry,Indica,0.001834680144898348
cbd-og,Hybrid,0.0036417711146854424
blue-iguana,Hybrid,0.0013739409205404168
22,Hybrid,0.005150898993270999
snow-goddess,Hybrid,0.005222630848560259
star-pupil,Hybrid,0.0038900736906867218
pan-jam,Hybrid,0.002091259473433004
la-blanca-gold,Indica,0.0007918093256929711
bona-dea,Indica,0.0
marmalade,Hybrid,0.011463302258725766
high-noon-irish-cream,Hybrid,0.0008718179335156057
the-real-mccoy,Hybrid,0.0008994071086268592
pinewarp,Hybrid,0.0015201635486300595
trap-star,Indica,0.006442072388477657
peachy-mack,Hybrid,0.0007449077280038403
chem-beyond-diesel-cbd,Hybrid,0.00040280195662429887
sweet-pure-cbd,Hybrid,0.001020799479116374
ak-49,Sativa,0.0048584537370917145
princess,Sativa,0.007620130165728175
durban-princess,Sativa,0.0029327293143262306
grape-jelly,Hybrid,0.015019546930566325
california-love-og,Hybrid,0.0016967342693420806
gorilla-girl,Hybrid,0.008671277737466928
sweet-amnesia-haze,Sativa,0.002116089731033132
tangie-cookies,Sativa,0.016608683416974517
malawi-gold,Sativa,0.007335961662082266
starman,Hybrid,0.00021795448337890143
city-of-god,Hybrid,0.0010677010768055048
chocolate-glue,Indica,0.0021298843185887585
chocolate-lava,Hybrid,0.002656837563213697
carpet-tape,Hybrid,0.001031835149160875
pheno-51,Hybrid,0.011226035352768988
buddhas-tooth,Sativa,0.0
dark-shadow-haze,Hybrid,0.0035893516819740607
gorilla-snacks,Hybrid,0.014818145952254174
champagne-diesel,Hybrid,0.0009187195312047364
mountain-girl-x-grape-ape,Hybrid,0.0001517404631118934
slice-of-heaven,Hybrid,0.0
nanas-fix,Hybrid,0.0009490676238271152
banjo,Hybrid,0.023481146937187725
donkey-butter,Indica,0.039877393705805585
chocolate-skunk,Sativa,0.0021629913287222625
dream-machine,Hybrid,0.0012139237048951472
jah-goo,Indica,0.008315377378531759
lemon-zest,Sativa,0.005611638217628931
california-limes,Sativa,0.0009049249436491098
nectarine-lips,Sativa,0.0011311561795613876
fruit-crusher,Hybrid,0.001426360353251798
lambs-in-space,Hybrid,0.0
humboldt-hawaiian,Hybrid,0.0
deadlights,Hybrid,0.002474749007479425
the-boss,Hybrid,0.0011918523648061447
perfect-purple,Hybrid,0.00018208855573427209
lime-tart,Indica,0.001037352984183126
blue-wolf,Sativa,0.0013380749928957876
chef-kush,Indica,0.0009297552012492381
wolfberry,Hybrid,0.0006400688625810778
jacks-dragon-girl-7,Hybrid,0.0
black-lotus,Hybrid,0.0014898154560076806
sky-lotus,Hybrid,0.0018208855573427212
honey-lemon-cheese,Hybrid,0.0013794587555626676
deep-breath,Hybrid,0.0028968633866816016
alien-breath,Hybrid,0.003525896579218178
faded-glory,Sativa,0.0001517404631118934
blackberry-cobbler,Hybrid,0.001754671537075713
monkey-thunder,Hybrid,0.0013160036528067848
tangie-biscotti,Hybrid,0.008174672585464367
mystery-jazz,Hybrid,0.0006428277800922031
tarmonster,Hybrid,0.0
pineapple-mayhem,Hybrid,0.0003421057713795415
canna-wreck,Sativa,0.0005462656672028163
loud-lemonade,Hybrid,0.0
apollo-haze,Hybrid,0.0015422348887190625
orangutang,Hybrid,0.004681883016379693
og-purple-fire-thai,Hybrid,0.0008773357685378565
bloodwalker,Hybrid,0.0034872717340624234
la-cake,Hybrid,0.025426183782531087
berries--crme,Indica,0.003316218848372653
monkey-bread-1,Indica,0.0025906235429466896
sweet-jesus,Sativa,0.0012497896325397767
mazari,Indica,0.0006207564400032003
eagle-bill,Hybrid,0.0003807306165352962
amnesia-og,Sativa,0.003953528793442605
ghost-rider-og,Indica,0.0049301855923809725
karmarado-og,Indica,0.0009904513864939953
karma-og,Hybrid,0.001953313597876737
road-dawg,Hybrid,0.009932103040051205
sour-power-og,Hybrid,0.005021229870248109
kashmir-kush,Indica,0.014561566623719515
gdp-electric,Hybrid,0.0006731758727145817
kailua-pua,Hybrid,0.0
gelato-33,Hybrid,0.16812291529295564
hawaiian-duckfoot,Indica,0.0011366740145836382
mauna-kea-white-fire-og,Hybrid,0.0003779716990241709
mendo-queen,Hybrid,0.00019864206080102406
brian-berry-honey-lemon,Hybrid,0.0003807306165352962
goat-head,Hybrid,0.0005048819045359364
mighty-glue,Hybrid,0.001663627259208577
rise-n-shine,Hybrid,0.0015256813836523099
strawberry-blonde,Sativa,0.00392593961833135
cherry-mender,Indica,0.00040556087413542416
humdinger-og,Indica,0.000626274275025451
moon-walk,Indica,0.0015394759712079368
mountain-thunder,Sativa,0.0018815817425874785
blue-raspberry-snow-cone,Hybrid,0.00662967877923418
blackberry-snow-cone,Indica,0.0003310701013350401
orange-snow-cone,Hybrid,0.000543506749691691
strawberry-snow-cone,Hybrid,0.002626489470591318
astral-works,Hybrid,0.0016691450942308275
bleugenius,Hybrid,0.0009297552012492381
placenta,Indica,0.0
agape,Sativa,0.0004607392243579309
wakanda-og,Hybrid,0.0030541216848157453
mother-of-all-cherries,Indica,0.001796055299742593
gmo-cookies,Indica,0.2852472403927595
white-castle,Hybrid,0.00519780059096013
ogkb,Hybrid,0.06018026767017692
truffula-tree,Hybrid,0.0014456727758296755
california-sour-diesel,Hybrid,0.0025575165328131856
don-carlos,Hybrid,0.0030099790046377397
humboldt-sour-diesel,Hybrid,0.0014953332910299314
mango-sherbert,Hybrid,0.008439528666532399
white-ice,Hybrid,0.0032444869930833933
fruity-juice,Hybrid,0.001376699838051542
punto-rojo-tierra-adentro,Sativa,0.002124366483566508
lemon-banana-sherbet,Hybrid,0.006257224915232259
wheres-my-bike,Hybrid,0.011187410507613231
death-by-cake-og,Hybrid,0.0041080281740656244
mendo-supremo,Hybrid,0.00016553505066752006
roz,Hybrid,0.01778950011173616
cloudcap,Hybrid,0.00016001721564526942
destar-bx,Hybrid,0.0
birds-of-paradise,Hybrid,0.002993425499570989
carmel-cough,Hybrid,0.0007090418003592111
cherry-vanilla-cookies,Hybrid,0.0032113799829498893
crocketts-haze,Hybrid,0.0015698240638303154
the-original-lemonnade,Hybrid,0.03189308642860887
the-lime,Hybrid,0.00799534294724122
lemonchello-28,Hybrid,0.05731651129362882
chuck-og,Hybrid,0.002651319728191447
divina-obscura,Hybrid,0.0
banana-split,Hybrid,0.0316999622028301
lil-sebastian,Hybrid,0.0009766567989383686
keystone-kush,Hybrid,0.0001407047930673921
punxsy-punch,Hybrid,0.00022899015342340282
mystery-98,Hybrid,0.002405776069701292
rocket-fuel,Hybrid,0.024741972239772
sunset,Indica,0.033087697710926144
ocean-view,Sativa,0.0027947834387699643
moonbeam,Indica,0.0028334082839257192
palm-tree-cbd,Indica,0.002149196741166636
powderhound,Sativa,0.002242999936544897
kerosene,Sativa,0.0034734771465067967
queen-mother-goji,Indica,0.00803120887488585
stinky-pete,Hybrid,0.002808578026325591
super-sour-lemon,Hybrid,0.002888586634148225
animal-blues,Hybrid,0.0022705891116561504
american-pie,Hybrid,0.005876494298696963
jack-of-spades,Hybrid,0.0003145165962682882
grandma-andersons-cookies,Hybrid,0.0012497896325397767
dream-girl,Hybrid,0.0009518265413382404
lemon-sorbet-3,Hybrid,0.00982450525711732
kerala,Sativa,0.0012608253025842779
ketama,Indica,0.0023533566369899105
ramses,Hybrid,0.0
ghetto-bird,Hybrid,0.0014925743735188061
huckleberry-cough,Hybrid,0.0013546284979625393
huckleberry-diesel,Hybrid,0.0014070479306739208
ice-cream-cake,Indica,0.43734084494607695
cadillac-cookies,Indica,0.0016029310739638196
russian-roulette,Indica,0.00046349814186905634
pacific-frost,Hybrid,0.0011394329320947633
bazooka-joe-g,Hybrid,0.0037548867326415813
black-out,Hybrid,0.0020967773084552546
citrus-rush,Hybrid,0.0012056469523617716
designer-og,Hybrid,0.004163206524288129
diesel-dough,Hybrid,0.004110787091576749
dirt-nap,Hybrid,0.0008580233459599793
banana-hammock-r1,Indica,0.019615903504101133
colin-og-s1,Hybrid,0.0049412212624254746
member-berry,Hybrid,0.08395110094603281
mandarin-cookies,Hybrid,0.08458565197359164
biohazard,Hybrid,0.0035727981769073085
face-on-fire,Hybrid,0.004632222501179437
marionberry-pie,Hybrid,0.0
chocolate-cheesecake,Hybrid,0.0004745338119135576
sage-walker,Hybrid,0.0
mexican-kush,Hybrid,0.000584890512358571
mozambique-poison,Hybrid,0.00014346371057851742
willie-berrie,Hybrid,0.0
willies-ghost,Hybrid,0.0
fauxsido,Hybrid,0.00016277613315639474
face-off-bx2,Hybrid,0.0
duct-tape,Hybrid,0.05303743023387344
french-bread,Indica,0.0014649851984075528
grape-vine,Hybrid,0.002281624781700652
banana-bread,Hybrid,0.00790705758688521
guava-dub-star,Hybrid,0.00020967773084552545
high-five,Hybrid,0.001037352984183126
hazmat-og,Hybrid,0.004182518946866008
holy-roller,Hybrid,0.008663000984933552
heavenly-og,Hybrid,0.0013491106629402888
tachllta-till,Hybrid,0.0
red-rhino,Hybrid,0.0013656641680070407
black-label,Hybrid,0.0017850196296980913
purple-killer,Indica,0.00098769246898287
citral-glue,Hybrid,0.017061145888799072
forum-cut-cookies,Hybrid,0.02085741638410753
csg,Hybrid,0.0009904513864939953
high-school-sweetheart,Hybrid,0.010745983705833179
prevention,Indica,0.0005379889146694403
bog-blue-kush,Indica,0.0
apollo-13-haze,Hybrid,0.0
cindy-haze,Hybrid,0.0
bog-sour-grape,Indica,0.0
magnum-opus,Hybrid,0.0017243234444533342
sour-lifesavers,Hybrid,0.002797542356281089
sour-strawberry,Hybrid,0.007973271607152218
sweet--sour-cindy,Hybrid,0.000493846234491435
sweet-cindy,Hybrid,0.001045629736716502
tropicana-cookies,Sativa,0.127473024684035
mandarin-sunset,Indica,0.01984489365752453
mandarin-dreams,Hybrid,0.025062006671062544
ghostbreath,Hybrid,0.0053743713116721535
citral-skunk,Hybrid,0.003197585395394263
super-glu,Hybrid,0.0015698240638303154
sunny-d,Hybrid,0.01028524448147525
mandarin-zkittlez,Hybrid,0.005545424197361923
citradelic-sunset,Hybrid,0.015386482959545991
pb-souffl,Hybrid,0.0078298078965737
wedding-crasher,Hybrid,0.206805697716444
mac,Hybrid,0.28289940159079185
hindu-sour,Hybrid,0.0011918523648061447
peach-crescendo-f-1,Hybrid,0.00997072788520696
white-dawg-fire-og,Hybrid,0.000576613759825195
king-thunder-fuck,Hybrid,0.0006124796874698242
sapphire-cherries,Hybrid,0.0
crumbled-lime,Sativa,0.0033024242608170264
formula-one,Hybrid,0.003112058952549378
old-dirty-biker,Hybrid,0.0013711820030292913
sorbetto,Hybrid,0.003338290188461655
mag-91,Hybrid,0.0004524624718245549
white-harmony,Hybrid,0.0014125657656961716
corleone-kush---the-don-cut,Hybrid,0.0009463087063159898
dons-ghost,Hybrid,0.0
ol-betsy,Hybrid,0.0012856555601844062
coyote-art,Hybrid,0.0004165965441799256
caramel-cake,Hybrid,0.0015808597338748168
quad-dawg,Hybrid,0.0011752988597393927
gluechee,Hybrid,0.0021105718960108813
alion,Hybrid,0.0005821315948474457
dragon-punch,Hybrid,0.0008800946860489818
purple-glue,Hybrid,0.006088930947053614
testarossa,Hybrid,0.0003862484515575469
cookies-haze,Sativa,0.002676149985791575
the-forbidden-candy,Hybrid,0.0030017022521043645
white-cherry-truffle,Hybrid,0.0055067993522061685
m1-56,Hybrid,0.001103567004450134
spiked-punch,Hybrid,0.005735789505629571
sweeties,Hybrid,0.012657913541043037
mike-larry,Hybrid,0.008952687323601712
afghani-krush,Hybrid,0.0
doc-holliday,Hybrid,0.002996184417082113
peach-puree,Hybrid,0.0013877355080960435
mandarin-tk,Hybrid,0.004005948226153986
mandarin-jack,Hybrid,0.0016360380840973235
inzane-in-the-membrane,Sativa,0.01822265016098284
